ques,label
孕妇 不能 吃药 怎么办,-1
十天 前 说 武汉 大大小小 机关 单位 食堂 宿舍 招待所 不能 征用,-1
中国 女性 抗疫 出色 表现 一堂 鲜活 性别 平等 教育课,1
战胜 疫情 武汉 加油 湖北 加油 中国 加油,1
无症状 允悲 明白 没病 带进去 笑哈哈,-1
眼底 清波 质如兰 余生 观之明霞灿 茫茫 余生 只想 心跳 协奏,1
同款 亲妈 搞 每次 老公 讲 妈 担心 总要 讨论 晚上 中国 人会 中国 安全 允悲 允悲 允悲,-1
加油 加油,1
大白 楼层 砸门 用脚 踹 门 棒子 砸门 特别 嚣张 暴力,-1
政策 变 赶上 拉出去 拨 接受 特别 小孩子 拉走 崩溃,-1
令人气愤 搞破坏 搞 建设 道歉 方方 猖狂,-1
去年 秋天 一回 感冒 先 家里 传染 一圈 感冒 抗体 管用 允悲,-1
鲜花,1
抱抱 抱抱 抱抱 说,1
武汉 加油 武汉 加油,1
黄明昊 致敬 英雄,1
暖暖的 孩子 雷 神山 医护 画 武汉 雷神山医院 医护 工作者 收到 一批 礼物 战疫 画册 这是 全国 青少年儿童 代表 一线 医护 工作者 绘制 翻开 精美 包装 一幅幅 白衣天使 加油 武汉 中国 必胜 画作 医护 工作者 感动 欣慰,1
方舱医院 万众一心 意志 爆炸 基建 丰富 物资 工业 产能 铁一局 中铁 六局 武汉 环卫 支撑 部门 相关 专业 家 配套 厂家 国家 完成,1
闭嘴 公司 羊 要求 员工 复工 说完 领导 没事 不怕,-1
恐慌 清茶 云腐 亿 资金 云南 实体 经济 堆 万多吨 金属 金属 云南 亿 亿 天衣无缝 神 操作 法律 幌子 天 天理何在 法制 何在 公平 真义 何在,-1
姐妹 可爱 哈哈哈 哈哈哈 哈哈哈,1
哎,-1
可不是,-1
暖 汉阳 国博 方舱医院 患者 亲切 互称 舱友 患者 更好 治疗 康复 医务人员 建立 汉阳 方舱 家 人群 二维码 贴 防护服 群里 患者 医护人员 病情 还给 介绍 武汉 美食 好玩 地方 聊 家长里短 医生 王 从政 说 疫情 武汉 樱花,1
感觉 管理 责任心 武汉 前段时间 那一波 新 传销 一栋 密接 不让 出门 垃圾 放在 门口 工作人员 收 买菜 工作人员 拿上来 核酸 上门 做 一个家 一栋 单元 封 社区 物业 做 核酸 快递 外卖 允悲,-1
有赏 必有 罚 想 点罚,-1
蝴蝶 雷是 放,-1
致敬,1
中国 中国 中国 王凯,1
武汉 正处 抗疫 艰难 时期 住 方舱医院 杨晶用 手机 记录 医患 并肩作战 模样 重回 方舱 杨晶 感慨万分 多人 打球 坚强 武汉 挺 经历 那段 艰难 岁月 知 平常 得来不易,1
遇人不淑 借钱 掉 哇,-1
旺旺,1
做好 防护 保护 联想 真棒,1
方舱医院 真假 学校 宿舍 征用 允悲,-1
俩 卧龙 凤雏 三年 医学生 毕业 有建 方舱 钱 多建 医院 医学生 毕业 大部分 就业 不想 做 只想 死 三年 耗费 巨资 但凡 拿出 一部分 增加 基础 医疗 建设,-1
上海 加油,1
哈哈哈 好家伙 这比 精神 劲,1
台巴贱 畜,-1
福建 联通 快速 响应 保障 方舱医院 通信 畅通,1
平安 健康 伴,1
建设 方舱 目的 套取 国家 专项资金 商丘市 医学 隔离 点 方舱医院 项目 获 亿元 中央 资金 支持 不知真假,-1
央视 一套 郭 靖宇 最美 逆 行者 别来无恙 拍 别拍 拍出来 搞 性别歧视 吐 女性 付出 无视,-1
可爱 可爱 可爱,1
蛙毒,-1
言之有物 果断,1
总会,1
晚安 月亮,1
生日快乐,1
抱抱 加油,1
致敬 平凡 英雄,1
愿意 外面 死,-1
实力派 大气 演绎,1
人生 两次 幸运 遇见 走 玖 少年 团肖战,1
上海 躺平 喊 凶 城市 抗疫 无能 城市 歧视 康复者 城市,-1
学会 做 英雄 加油,1
驾驭 命运 舵手 奋斗,1
黄轩 心,1
钢铁 侠 钢铁 侠,1
关注 话筒 话筒,1
在琶洲 展会 不能 直视,-1
致敬 平凡 英雄,1
伪 词汇 早就 塞满 这场 持续 三年 运动 不是 一种 新型 冠状病毒 带来 新冠 肺炎 语言 精准 稍 要求 难以 接受 疫情 自上而下 俯视 角新话 方舱 从来 没有 医院 功能 有人 说 方舱医院 躺平 捏造事实 政治 斗争 语言,-1
不吃不喝 走 避免 几率 很大 不得 不得 能得 不得 两次 不想 说 没有 话语权 闭嘴,-1
白眼 造谣 不是 处罚 罪 不及 香港,-1
辛苦 鲜花 鲜花 鲜花 鲜花,1
数学 骗人,-1
平时 喜欢 喝 一点点 奶茶,1
万物 皆 直播,1
方舱医院 温馨 之地,1
没有 赢家 病毒 注定 逝去 人类 付出 代价 生命 动物 植物 病菌 道理 自燃 敬畏 之心 过度 破坏 打乱 自燃 生态 大自然 回应 人类,1
大庆 联通 快速 完成 首家 方舱医院 网建,1
八喜 鹅娘 武汉 防疫 阶段 请问 区内 外来人员 上门 砸门 恐吓 辱骂 事件 找 警察 物业 和稀泥 家里 老公 八个 婴儿 感谢 好心人,-1
轻症 方舱医院 防疫 方法,1
生病 写 作业 超级 难受,-1
感谢 平安 归来,1
想 捐点 捐 两次 患难与共 波斯 民族 伊朗 加油,1
焊接 氧气管 焊工 阿三能 找到 几个 祷告 办法 摊手 摊手 摊手,-1
上海 市场监管 通报 严厉打击 新冠 肺炎 疫情 期间 恶意 抢注 火神 山 雷 神山 李文亮 商标 违法行为 上海市 市场 监管局 依法 上海市 涉嫌 违法 家 商标 申请人 家 商标代理 机构 相关 代理 机构 负责 主管人员 予以 处罚,-1
中国香港 加油 爱,1
回想起来 确实 容易 昨天下午 张伯礼 院士 走访 武汉 江夏 方舱医院 谈及 重回 方舱医院 感受 张伯礼 亲切 激动 情绪 抑制 不住 说 战斗 地方 没有 苦 正常 回想起来 确实 容易,1
支持 严打,1
医护 做 检测 准备 一间 空调 房间 很难 体育馆 方舱医院 军用 帐篷 什么的 不能 只能 露天 类似 街头 献血车 警务 车 抽不出 一辆 辛苦,-1
希望 政府 关注 容易,1
棒 棒 哈哈 辛苦 辣 兔子,1
阳 转阴 家庭 消毒 三甲 医院 专家 告诉,-1
盼头,1
橙汁 行不行 喵 喵,1
杈 九顶 表态 礼物 礼物 礼物,1
值得 表扬 推广,1
矫情 蹭 热度 拉低 好感,-1
期待 收到 好消息 名胜 世界 加油,1
联想 自豪 加油 永远 支持,1
只想 问 医院 建了 方舱 准备 第一间 英国人 临时 停尸间 造,-1
棒棒,1
台湾人 确实 高兴,1
辛苦,1
小伙伴 关心 返岗 问题 和阳过 消杀 问题 全有,1
下午,1
我要 回家,-1
网传 石家庄 建 方舱医院 省卫健委 消息 官方 为准 河北 石家庄 网友 爆料 石家庄 建 方舱医院 网传 地点 正定县 赞皇县 对此 正定县 疾控中心 工作人员 听到 详情 清楚 河北省 卫健委 工作人员 没有 消息 请以 官方消息 为准,-1
加油 香港,1
邓伦芯 公益 计划 邓伦芯 基金 以心 芯 全芯为 爱 小益 生日快乐 心,1
照顾 抱抱 抱抱 抱抱,1
刘方标 收到 集结 通知 医院 来得及 告诉 家人 同事 进入状态 第二天 赶到 上海 复兴 方舱医院 更好 照顾 患者 刘方标 第三 小组 专门 患者 制定 营养 餐食 患者 心理 疏导 刘方标 同事 工作 重点,1
欺骗 瞒报 犟嘴 上海 病毒传播 最大 元凶,-1
感谢,1
不要 农业 太近,-1
改建 已有 方舱 新冠 定点医院 增加 设施 设备 阳性 病人 指定 医院 收治 病人 先 转阴 病情 需 治疗 视 情况 转院 医护人员 医院 抽调 定期 安排 轮班 调休 避免 医护 反复 感染 摆烂 真的 看不懂 担心 寒心,-1
群体 免疫 不香 消毒水 不甜 秒 不好 撑 干 啥子 重启 方舱,-1
医生 说话 负责 完全 无症状 比例 百分之七八十 数据,-1
天宫 三号 发射 任务 圆满成功,1
不用 提高 至少 给与 正常 居住 环境 图 没人 打扫 卫生条件 差 整晚 关灯 方舱 意义,-1
不是 没得 可靠 用人单位 思路 只能 做做 简单劳动,-1
哎 记者 浪 感染 无症状 双人间 方舱 有没有 记者 医院 发热 门诊 采访 有没有 记者 农村 采访 有没有 记者 工厂 宿舍 采访 真的假 北大医院 有没有 医院 网友 讲讲,-1
真 太后,-1
西院 肺 移植,-1
寻思 说 出口,-1
防控 措施 力 希望 加油 放松 打赢 这场 硬仗,1
乐观 心态 最好 良药 加油 祝 早日康复,1
期待 同行 致敬 一位 抗疫 英雄,1
加油,1
坏透,-1
恐怖 椅子 美国 华盛顿 特区 椭圆 公园 摆放 张 椅子 一张 椅子 代表 位 感染 新冠 去世 美国 美国 疫情 乐观 准备 重启 方舱医院 感染 新冠 死亡 人数 接近 万 椅子 还够用,-1
王凯 天使 护航 加油 加油 加油,1
别别别 宣传 不想 哼 哼 哼,-1
祝 劳动者 节日快乐,1
加油,1
说 太好了,1
谢谢 武汉 武汉 白衣天使 出征 北京,1
难过 老人 走 身边 没有 年纪 离开 早晚 事 不能 方式 孤身一人 午休 闭上眼睛 太 生气,-1
交叉感染,-1
疫情 爆发 第一 时间 格力电器 抗疫 斗争 火线 驰援 火神 山 雷神山医院 建设 协调 海外 资源 采购 捐赠 医疗 物资 调整 生产线 转型 生产 防疫 物资 深耕 技术创新 开发 格力 杀新冠 病毒 空气 净化器 这场 战疫 大考 格力 忘 企业 职责 使命 打赢 疫情 防控 总体战 阻击战 贡献 格力 力量,1
心 心 心,1
谢谢 大姚 真,1
感染者 居家 时 注意事项 北京 佑 安 医院 感染 综合 科 主任医师 小汤山 方舱医院 医疗 专家 李侗 冰箱 低温 封闭 病毒 停留 时间 长 建议 感染者 不去 接触 冰箱 家人 准备 食物 做饭 痊愈 最好 冰箱 断电 冰箱 恢复 室温 状态 天,-1
中医 彩虹 屁,-1
关门大吉 棒棒,1
积极向上 苦中作乐 乐观 心态 战胜 疫情 法宝,1
微风 微风 微风 微风 话筒,1
好几 波 疫情 报过 病例 轨迹 隔离 出院 消息 外 没见 详细 报道 病例 治愈 自愈 针 吃 药 讳莫如深 有头没尾 但凡 听到 封楼 消息 慌 不得不 疯狂 采购 懂 为啥 自测 盒 无数次 折腾 全城 检测 崩溃,-1
感谢 一位 平凡 英雄,1
中国 力量 致敬 雷 神山 逆 行者 天使 护航 员 讲述 雷神山医院 建设者 故事 瞒 家人 偷偷 买好 车票 参加 雷神山医院 建设 主动 请战 丈夫 守 雷 神山 火神 山 大江南北 众志成城 中国 力量 戳,1
感动 感恩 前行 加油,1
中医 忘 哈哈 哈哈,1
生病 事情 真的 分人 几天 跑 三天 医院 深有感触 垃圾 体质 我能 安然 度过,-1
武汉 全国 温暖 力量 心,1
加油 感恩,1
愿 平安,1
支持 支持,1
上海 徐汇 脊梁 上海 圆子 吖 凯雷,1
染病 总数 算 死亡率 重症 总数 算 死亡率 可不是 高,-1
真 欠 爱,1
武汉 沌 口 方舱医院 名 患者 出院 湖北 武汉 开发区 沌 口 方舱医院 名新冠 肺炎 患者 治愈 出院 兰州大学 医院 医疗队 医护 患者 送 上车 一位 患者 走出 医院 缓冲区 转身 医护 鞠躬 致谢 护士 收到 患者 微信 留言 感谢 甘肃 医护 队 精心 治疗,1
江汉路 响起 摇 铃声 环卫工人 返岗 江汉区 支援 定点医院 方舱医院 环卫工 结束 隔离 返回 工作岗位 店铺 陆续 恢复 营业 江汉路 步行街 响起 上门 收 垃圾 摇 铃声 江汉区 城管 执法局 派出 名 环卫工 参加 定点医院 方舱医院 保洁 人员 完成 隔离 核酸 检查 无一人 感染 湖北 复工,-1
心 心 心,1
跳,1
萨德 拆 帮 管控,-1
崩 点 希望,-1
耗着,-1
阅读 温暖 这座 城 开奖 恭喜 一口 馒头 温柔 烤 饼干 渔人 结 悬崖 村 天地 出版社 教 喷雾剂 粉扑 舞 灵动 变華 有木南乔 转型 知未 图书 鼓掌 请 获奖 网友 联系方式 私信 悦读 中国 尽快 寄出 礼物 哒 礼物,1
早上好,1
睡 一块,-1
感觉 特别 好看,1
搞好 方舱医院 硬件 设施 可怕 监狱,-1
一人阳 全家 阳 阳 没法 测血氧 没法 对症 吃药,-1
英雄 致敬,1
喜欢 三月 风 四月 雨 不落 太阳 最好 朱一龙 朱一龙 六十,1
朱一龙 希望 一世 幸福 永远 爱 善意 包围 拾 捌 朱一龙,1
峰 爆 首映礼 驰援 武汉 平凡 英雄 致敬 心 朱一龙 致敬 抗疫 医护人员 朱一龙,1
放宽心 疫情 防控 人人有责 别多想,1
问张 珊 珊,-1
吐 吐 吐 吐 吐,-1
团结 力量 爱 大中华 心 心,1
湖北省政府 领导 抗疫 极其 慢 先是 错过 黄金 防疫 期 分级 诊疗 极其 慢 隔离 床位 极其 慢 无德无才 无能,-1
加油,1
抱抱,1
翟 医生 请问 家里 孩子 岁 打新冠 疫苗 看着 放开 趋势 不要 尽快 疫苗,-1
想 小羊,1
可悲,-1
关注,1
守正 出奇 奇奇 核酸,-1
美国 人爱,1
加油,1
哇 老王 学医,1
感谢 辛苦,1
平安 胜 辛苦,1
解封 首场 比赛 开打 赛场 方舱医院 充满 欢声笑语 时 英雄 致敬 武汉 乒乓球 邀请赛 武汉 体育馆 开赛 本次 比赛 武汉市 体育局 主办 武汉市 乒乓球 协会 长江日报 城市 研究院 武汉 体育馆 武汉市 全民 健身 中心 联合 承办 长江日报,1
真的,-1
晚上 哈哈,1
笑 不语,-1
姜子牙 伪 电车 难题 电车 难题 姜子牙 师尊 上位 神 棋子 故事 确实 讲 想 搞 暗黑 风 搞好,-1
五四 青年 走进 火神 山 雷 神山 故事 领略 中国 速度 致敬 青年 建设者,1
湖南 医疗队 接管 武汉 黄陂区 方舱医院 十天 出院 患者 例 武汉市 黄陂区 方舱医院 传来 好消息 该院 当天 出院 病人 例 湖南省 第四批 援汉 医疗队 接管 医院 已有 十天 该院 出院 患者 例 占 该院 总 收治病人 总数 振奋 医护人员 病患 信心,1
摘下 口罩 真的 美 武汉 方舱医院 关闭 甘肃 援助 湖北 医疗队 队员 终于 露出 久违 笑容 修舱 看清 脸 这是 世界 最美 笑容,1
大热天 非 摆 拍 两张 防疫 工作者 站 太阳 底下 讲话 非 几句 找个 室内 地方 不行 怒,-1
普通 中国 国家 爱 害怕 报酬 赶来 修建 火神山雷神山 工人 自发 开车 武汉 送菜 农民 很多很多 国家 困难 时 挺身而出 自豪 普通人 没想 爱国 国爱 话 真的 发自内心 爱 国家 越来越 越来越 年轻,1
轻症 不要 在家 隔离 不要 在家 不要 在家 说 说,-1
唱 完 一曲 再会 今天下午 雷神山医院 医疗队 撤离 所有人 挥动 手中 国旗 大声 欢笑 大声 歌唱 一生 之中 兜兜 转转 哪会 看清楚 彷徨 时 试过 独坐 一角 像是 协助 网友 一群 粤语 爱人儿 手动 圈 广东 网友 在线 教学 安哥 命运 就算 颠沛流离 命运 就算 曲折离奇 幸得,1
除夕 中秋 国庆 遇 中秋 方舱医院 武汉 体育中心 首次 恢复 对外开放 运动场 约 满 当日 万名 游客 黄鹤楼 登高望远 网友 云 守护 元气 恢复 武汉 活力 满满 祝福 武汉 祝福 祖国,1
流泪 特别 环卫工人 剃光头 中国 心,1
欢迎 回家 球赛 开 正好,1
美国 停尸间,-1
高级 工程师 文科生 右边 文盲 一手 期货 老资格 投资人 院长 文科生 没学过 逻辑 不怪 说 说 不对 逻辑 来个 判断句 说 笨蛋 讲理 这是 判断句 这句 讲 笨蛋 原因,-1
骗人 我妹 上周 转阴 高烧 泪,-1
顺义 疫情 防控 只会 一刀切 搞 一塌糊涂 高丽营 六村 日全 封封 控 更有甚者 搞错 阳性 病例 所住 胡同 封错 胡同 乌龙 闹剧 建议 好好 查 区政府 领导 慰问 请问 居民 封控 在家 足不出户 慰问 做做 样子 北京 顺义 北京 国务院,-1
说 道理,1
中国 骄傲,1
网传 交子 公园 建 方舱医院 系不实 信息 网友 微信群 信息 称 交子 公园 建 方舱医院 引发 社会 关注 消息 不实 信息 提高 成都 高新区 大规模 核酸 检测 能力 成都 高新 投资 集团 疫情 防控 指挥部 要求 交子 公园 增设 核酸 检测点 修建 方舱医院 请 市民 群众 勿 造谣 信 谣传 谣 成都日报 锦观,-1
第二届 世界 健博 会上 观抗疫 成果 第二届 世界 健博 会上 雷神山医院 火眼 实验室 火神山医院 方舱医院 设施 还原 模型 方舱 隔离 点 疾控 检测 家庭 社区 几大 模块 场景 展示 翻译成 国 文字 新冠 应急 医院 方舱 庇护 医院 建设 运营 手册 展示,1
致敬 一位 平凡 工作者 心 五一 假期 愉快 鲜花 鲜花 鲜花,1
期待 杨洋 静候 播出,1
众志成城 万众一心 战胜 困难 加油,1
四十度 三天 太过分 保重,-1
落实 努力 加油,1
中国,1
美国 空气 里 病毒 二月 震惊 美 居家 隔离 传染 只不过 没有 方舱医院 办法 真不知道,-1
致敬 抗疫 逆 行者 平安 江阳,1
搜 东北三省 援助 武汉 一条 伤心,-1
感恩 山河 无恙 心,1
港台 办 贱,-1
区别,-1
方舱,-1
没得 医生,-1
辛苦 保护 抱 一抱 愿 疫情 早日 结束,1
财政部 财政部 社会保障 司 司长 符 金陵 介绍 中央财政 安排 疫情 防控 资金 投向 拨付 湖北省 中央 基建投资 补助 资金 亿元 用于 支持 武汉 雷 神山 火神 山 两个 医院 基本建设 设备 购置 相关 医院 重症 治疗 病区 建设,1
造谣,-1
早日康复,1
方舱医院 能人 厨师 锅 婚礼 司仪 正 现成 花童 一窝 一胎 不行 软肋 至少 三个 小品 方舱 婚礼 进行曲 第二天 举办 婚礼 夫妻 成 密接 女 不肯 方舱 男 大局 出发 劝 老婆 入住 方舱 第二天 贴心 大白 方舱 举办 婚礼,-1
期待 杨洋,1
真不知道 说 日本政府 武汉 政府 犯过 错误 犯 一遍 医疗 资源 有限 前提 只能 干 纯属 无可奈何 一步 家庭 感染 社区 感染 日本 建 方舱医院 能力 总归,-1
致敬,1
莲花 清瘟 胶囊 医学 建议 做 预防性 用药 提出 预防性 用药 吃 场景 极端 香港 波 疫情 时 天不应 不闻 医疗系统 完全 失能 做 症状 吃 全 分量 吃 送 方舱 医院,-1
真的 特别,1
占个 位置 助 热门,1
为啥 建 产能 过剩 有钱 做点 不好,-1
去年 医患 师生 去年 大四 学生 徐丹 感染 新冠 住进 武汉 方舱医院 期间 湖南 中医药大学 毛 以林 教授 医护人员 悉心照料 徐丹 下定决心 报考 湖南 中医药大学 一年 认真 备考 终于 圆梦 湖南 中医 如愿 毛以林 学生,1
菌 共享 这是 国庆 黄金周 中国 自信 方舱医院 变 回 体育馆 黄鹤楼 开放 夜间 体验 国内 旅游 人数 预计 达 亿人次 网友 感叹 假期 弥补 春节 遗憾 寒冬 金秋 武汉 全国 团结一心 守望相助 美好 图景 亿 中国 共同努力 变化 中国,1
隔壁 小区 楼 感染 不好 说 症状 轻 家里 条件 方舱 哮喘 症状 重了 方舱 对接 医院 孩子 触碰 人心 柔软 绝不 有人 说 软肋,-1
加油,1
女护士 表扬,-1
致敬 中国 医生,1
蜗壳 加油,1
国家 支持 团结一心 善良 同理 心 心,1
国外 致死率 高 没有 可比性,-1
骄傲 分享 速度 中国,1
憧憬,1
重庆 我家 请问 给我发 点 工资 花,0
说 张文宏 老师 麻烦 掂量掂量 你行 狗嘴里吐不出象牙,-1
致敬 援建 雷 神山 工人 回家 社区 送 口罩 牛奶 慰问 崔秀成 中建 五局 援建 雷 神山 项目 一员 面对 疫情 医院 建设 天 说 国家 危难 责任 担当 完成 任务 参与 雷 神山 建设 荣幸 一件 事情 完工 返乡 长沙 天心区 社区 崔秀成 送 口罩 牛奶 慰问,1
阴间 论坛 何必 在意 死人,-1
东北,0
垃圾,-1
加油 加油,1
中医,1
宝宝 不哭 很棒 抱抱,1
应检尽检,-1
加油 加油,1
无症状 确诊 复阳 患者 不能 算作 新增 通报,-1
致敬 一位 英雄 鲜花 中国 力量 加油,1
香港 加油 握手,1
宣传 口里 坏人,-1
广州市 中医药大学 副校长 广东省 中医院 副 院长 张忠德带 中医 团队 驰援 云南 国家 中医 电影 歪曲事实 篡改 真相 中医 战胜 疫情 过河拆桥 不行 迫不及待 武汉 人怒 江夏 方舱 纯中药 治疗 一例 重症,-1
卫健委 改革,-1
朱一龙 山河 湖泊 海潮 生 每一寸 生动 波澜 朱一龙 月亮 月亮,1
对象,-1
小姐姐 伊斯兰堡 留学,1
退票 事宜 官宣,-1
说 没用 苦涩 苦涩 苦涩 苦涩 人命 生错 地方 办法,-1
这辈子 幸福 看着 朋友 一个个 幸福,1
闵行 家 方舱医院 关舱,-1
一堆 废话 依然 特效药 白肺 吃 特效药 死 没人 说 废话,-1
雷火 突击 感人 故事 记 武汉 火神 山 雷神山医院 特警 抗疫 突击队,1
滚,-1
手绘 雨夜 方舱医院 凌晨 福建 省立医院 国家 紧急 医学 救援队 队员 武汉 方舱医院 值夜班 日记 记录 分秒必争 一夜,1
优秀,1
几个 干活 尴尬 症犯,-1
支持,1
近日 艺人 刘畊宏用 一首 本草纲目 自创 毽子 操 直播 带领 网友 跳操 翻红 不少 正 居家 隔离 上海 市民 纷纷 每晚 跳 操 发现 这首 最新 洗脑 歌曲 本草纲目 方舱医院 渐渐 流行 开来 有大 白带 患者 跳操 健身 医务人员 工作 之余 跳 锻炼,1
时刻 关注 老师 分享,1
火神 山连 一百 瓶 医用 酒精 捐 雷 神山 捐 物资 开口 要钱 民间 求助 政府 死 我省 口罩 黑洞 想 问问 搞 口罩 没有 捐,-1
认认真真 完 方舱医院 一观 可爱,1
哗众取宠,-1
棒 武汉 火神山医院 雷神山医院 捐赠 急需 物资 万元 用于 远程 探视 系统 台 小米 平板 空气 净化器 红外 体温计 对讲机 自动 洗 手机,1
一批 云集 抗疫 英雄 光荣 团体 这座 城市 严重 创伤 威胁 挺身而出 守护 家园 特色 跑团 参加 健康 跑 授予 光荣 旗帜 祝愿 英雄 跑团 火神 山 建设者 跑团 雷 神山 建设者 跑团 健康 跑 成绩 实力 荣誉 健康 中国 添彩,1
位置,-1
谢谢 一线 辛苦 付出 平凡人 世界 光明,1
真 点 人数 感染 完全 不用 封国 极端,-1
加油,1
海尔 服务 确实 不错,1
必看 要点 加快 隔离 场所 方舱医院 储备 建设,1
估计 不少 方舱医院 私人 承包 患者 发国难财 没有 患者 制造 患者 没有 阳性 制造 阳性 医疗 做成 支柱产业,-1
下午 心,1
感谢 奋战 疫区 一线 医务人员 人民警察 防疫 人员 子弟兵 夜以继日 工作 火神 山 雷神山医院 工程建设者 放弃 休假 连续 加班 口罩 厂 员工 过年 这群人 帮 过关 隔离 病毒 绝不 隔离 爱 亿人 万众一心 众志成城 没有 过不去 坎 武汉 加油 中国 加油,1
赠书 这是 一套 读 过后 内心 自在 开阔 漫画 小时 狂销 万册 当当网 动漫 幽默 榜 榜首 新冠 疫情 期间 入驻 方舱医院 前线 医院 医护人员 病患 带来 心灵 抚慰 关注 人送 林帝 浣 最新 力作 一套,1
破 百了,-1
攻击 医生 攻击 方舱 攻击 防疫 政策 呼天 喊 求 要求 关怀 记得 有人 牛皮 轰轰 说 放开 一切 负责 本事 不要 医院 要求 药 老百姓 改 不能 改 当初,-1
不要 说 不管 白眼狼 就算 仔不乖 娘 照看 娘,-1
一股 温暖 春风 激起 我心 海里 爱 波澜 轻柔 云彩 缚 获住 多情 视线 肖战 平安 喜乐 肖战 顺顺利利 肖战 喜欢,1
太 辛苦 致敬,1
你好 感兴趣 二笔 开通 超话 社区 超话 社区 旗下 兴趣 互动 社区 快来 志同道合 小伙伴 交流 互动 戳 二笔 超话,1
南昌 加油,1
学校 没有 钱 有钱 连夜 听说 欠 超级 钱 允悲,-1
全力支持 国家队 接管 核酸 检测,1
心 心 心 整条 最靓 仔 心 心 心,1
饭 肯定 挖 鼻,-1
转运 晚上 减少 其他人 影响 医生 态度 问题 医生 态度 特指 换个 外省市 态度 未必,-1
美国驻华大使馆 宣传 慷慨 亿美金 捐款 恶心 还给 配 张 武汉 方舱医院 患者 照片 有半 毛钱 关系,-1
不是 魔鬼,-1
上海 警察 蓝 绘 方舱医院 靓丽 守护 色,1
有人 说 不要 宣传 晒太阳 不要 卖惨 说 事来 突发 大规模 检测 采样 人员 拎 冷 馒头 跑 啃 啃 完 干 不能 宣传 宣传 卖惨 想想 方舱医院 跳个 舞 特 说 报喜 报忧 邻居 办 丧事 跳 冬天 里 一把 火 贱 贱,-1
妈 干事 养老院 正常 情况 福利院 里 新冠 病人 感染者 方舱 医院 明白 上海 时期 红头文件 真的 侧面 养老院,-1
躺平,-1
青壮年 去掉 只算 老人 小孩 数量 就算 青壮年 不去 医院 不够 允悲,-1
说,-1
平凡 成就 致敬 辛苦 奋战 抗疫 一线 天使 笑 记录 驰援 雷神山医院 日常 却流 眼泪,1
健康码 走遍 天下 不怕,1
新一轮 疫情 发生 新疆 联通 重点 全疆 家 定点 医疗机构 交通枢纽 个卫健 单位 基站 小区 实施 小时 监控 优化 高负荷 基站 小区 重点 保障 党政军 政企 客户 专线 有效 确保 隔离 点 方舱医院 党政军 单位 网络 稳定 运行,1
感恩 感谢 铭记在心,1
全球 口罩 防护服 护目镜 武汉 运 武汉 不够 买家 发货 武汉 真晕 神仙 操作,-1
发钱 实在 好事 希望 推广 这才 核酸 花钱 方舱医院 封控 成本 医护人员 多发 点钱,-1
昨天 陪 老公 襄阳 中心医院 东津 院区 透析 门口 设卡 点 对面 住院楼 年初 新冠 定点 病房 标志 赫然 写 隔离 点 因新冠 去世 病友 再也 唉 希望 新冠 早起 结束 太难 天天 提心吊胆,-1
加油,1
不要 散发 谣言 确诊 住 方舱 二哈 二哈 二哈 二哈 二哈 二哈 二哈 二哈 二哈 二哈 二哈,1
这有 震惊 武汉 封城 那会 说 轻症 居家 容易 传染 家人 方舱医院 时差 差 多个 吃惊 病人 在家 传染 一整 家人 问题 震惊,-1
清零 出门,-1
真实 善良 美丽 相伴,1
出门 机会 各省市 主题 方舱,1
微评 一种 关门 快慰 人心 住院 难 武汉 首家 方舱医院 休舱 床 床 令人欣慰 变化 显现 但愿 世间 无恙 架上 药生尘 越来越 患者 康复 越来越 方舱医院 休舱 尚未 疫情 防控 胜利 春天 已来 冀望 春风 捎来 好消息,1
国内外 坏蛋 宣传 病 不算 事 老百姓 真的 当回事,-1
翻车 现场 国内 上次 测 高 温度 尿,-1
愿 天下 无疫 国泰民安,1
一切都是 党和政府 领导 全国 各族人民 团结 爱 党 爱国 生 华夏 十世之福,1
支持 好样,1
辛苦 可爱 早日 平安 归来,1
穿个 防护服 冒充 中医 里 周围环境 像是 美国 方舱医院,-1
火 雷 鞭炮 哎 呦 说 搬 石头砸 脚 往死里 砸 丢人 想起 迷信 早 干什么,-1
加油 没事,1
你好 感兴趣 巴彦淖尔 身边 事 开通 超话 社区 超话 社区 旗下 兴趣 互动 社区 快来 志同道合 小伙伴 交流 互动 戳 巴彦淖尔 身边 事 超话,1
生产 抗原 自测 感冒药 赚 钱,-1
国家 出台 政策 禁止 填写 信息,-1
祝博主 鼠年 快乐 鼠年 大吉,1
梦想 方向 迈步 向前 总有一天 道 彩虹,1
王凯 天使 护航 中国 速度 背后 奉献者 心 心 心,1
鲜花 鲜花 鲜花,1
辛苦,1
朱一龙 前行 义无反顾 生命 那束 向上 朱一龙 加油 朱一龙 朱一龙 朱一龙,1
加油,1
辛苦 生日快乐,1
不求 站 说话 腰疼 理解 征用 宿舍 学生 诉求 只求 住 高素质 不要 乱 翻 乱动 不要 吐口 水 讲卫生 学校 做好 后期 消毒 工作 学校 变动 请 事先 通知 人权 作揖 作揖 作揖,-1
陶勇 医生,1
香港 能干 点 娇生惯养 不争气 玩意儿,-1
去年 医患 师生 去年 大四 学生 徐丹 感染 新冠 住进 武汉 方舱医院 期间 湖南 中医药大学 毛 以林 教授 医护人员 悉心照料 徐丹 下定决心 报考 湖南 中医药大学 一年 认真 备考 终于 圆梦,1
